timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-07-17T02:01:46,PiggyCast,751ca7b5-24cf-4217-81ca-2a7935cf1b6e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,839.5900220529993,0.006729713810606689,8.015476165558665e-06,2.554432016958544,49.210577471351506,10.0,0.0005764363508600738,0.011468422508063996,0.0022498667590500044,0.014294725617974074,0.0,Singapore,SGP,singapore,,,Linux-6.6.122+-x86_64-with-glibc2.35,3.12.13,3.2.8,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,103.8501,1.2897,12.671417236328125,machine,3.045949214026602,49.48488512696493,38.962152357920196,4.60811145418068,N,1.0,0.0
